ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	
1419872_at	0.339556184694457	0.00648970357022072	-3.6708953805533	-2.05698417390447	-0.509467923073812	Csf1r	colony stimulating factor 1 receptor	12978	18 34.41 cM	ATP binding///cytokine binding///cytokine binding///cytokine binding///kinase activity///macrophage colony-stimulating factor receptor activity///macrophage colony-stimulating factor receptor activity///nucleotide binding///protein binding///protein homodimerization activity///protein kinase activity///protein phosphatase binding///protein tyrosine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups///transmembrane receptor protein tyrosine kinase activity	cell proliferation///cell-cell junction maintenance///cellular response to cytokine stimulus///cellular response to macrophage colony-stimulating factor stimulus///cellular response to macrophage colony-stimulating factor stimulus///cytokine-mediated signaling pathway///hemopoiesis///immune system process///inflammatory response///innate immune response///macrophage colony-stimulating factor signaling pathway///osteoclast differentiation///peptidyl-tyrosine phosphorylation///peptidyl-tyrosine phosphorylation///peptidyl-tyrosine phosphorylation///phosphatidylinositol metabolic process///phosphatidylinositol-mediated signaling///phosphorylation///positive regulation of ERK1 and ERK2 cascade///positive regulation of cell migration///positive regulation of cell motility///positive regulation of cell proliferation///positive regulation of cell proliferation///positive regulation of chemokine secretion///positive regulation of osteoclast differentiation///positive regulation of protein phosphorylation///positive regulation of protein serine/threonine kinase activity///positive regulation of protein tyrosine kinase activity///positive regulation of tyrosine phosphorylation of Stat3 protein///protein autophosphorylation///protein autophosphorylation///protein phosphorylation///regulation of actin cytoskeleton reorganization///regulation of bone resorption///regulation of cell shape///regulation of cell shape///ruffle organization///transmembrane receptor protein tyrosine kinase signaling pathway	cell surface///integral component of membrane///intracellular///membrane///plasma membrane///receptor complex	GO:0005524///GO:0019955///GO:0019955///GO:0019955///GO:0016301///GO:0005011///GO:0005011///GO:0000166///GO:0005515///GO:0042803///GO:0004672///GO:0019903///GO:0004713///GO:0016740///GO:0016772///GO:0004714	GO:0008283///GO:0045217///GO:0071345///GO:0036006///GO:0036006///GO:0019221///GO:0030097///GO:0002376///GO:0006954///GO:0045087///GO:0038145///GO:0030316///GO:0018108///GO:0018108///GO:0018108///GO:0046488///GO:0048015///GO:0016310///GO:0070374///GO:0030335///GO:2000147///GO:0008284///GO:0008284///GO:0090197///GO:0045672///GO:0001934///GO:0071902///GO:0061098///GO:0042517///GO:0046777///GO:0046777///GO:0006468///GO:2000249///GO:0045124///GO:0008360///GO:0008360///GO:0031529///GO:0007169	GO:0009986///GO:0016021///GO:0005622///GO:0016020///GO:0005886///GO:0043235	
1455781_at	0.339556184694457	0.00650749482931705	3.66897704408487	-2.05958880934612	0.691113481704134	Gtpbp8	GTP-binding protein 8 (putative)	66067	16 B5	GTP binding///metal ion binding///molecular_function///nucleotide binding	barrier septum assembly///biological_process	mitochondrion	GO:0005525///GO:0046872///GO:0003674///GO:0000166	GO:0000917///GO:0008150	GO:0005739	
1425065_at	0.339556184694457	0.00650978141657508	-3.6687309001033	-2.059923052675	-0.795863036508564	Oas2	2'-5' oligoadenylate synthetase 2	246728	5 60.64 cM	2'-5'-oligoadenylate synthetase activity///2'-5'-oligoadenylate synthetase activity///ATP binding///RNA binding///double-stranded RNA binding///double-stranded RNA binding///metal ion binding///nucleotide binding///nucleotidyltransferase activity///transferase activity///zinc ion binding	RNA catabolic process///defense response to virus///immune response///immune system process///innate immune response///protein glycosylation///protein myristoylation///purine nucleotide biosynthetic process///response to virus	cytoplasm///endoplasmic reticulum///intracellular membrane-bounded organelle///membrane///mitochondrion///nucleus///perinuclear region of cytoplasm	GO:0001730///GO:0001730///GO:0005524///GO:0003723///GO:0003725///GO:0003725///GO:0046872///GO:0000166///GO:0016779///GO:0016740///GO:0008270	GO:0006401///GO:0051607///GO:0006955///GO:0002376///GO:0045087///GO:0006486///GO:0018377///GO:0006164///GO:0009615	GO:0005737///GO:0005783///GO:0043231///GO:0016020///GO:0005739///GO:0005634///GO:0048471	
1460688_s_at	0.340228500534442	0.00653766532538636	3.66573669541159	-2.06398965626739	0.660314073166052	Unc119b	unc-119 homolog B (C. elegans)	106840	5	lipid binding	cell projection organization///cilium morphogenesis///lipoprotein transport///protein transport///transport	cell projection///ciliary transition zone///cilium	GO:0008289	GO:0030030///GO:0060271///GO:0042953///GO:0015031///GO:0006810	GO:0042995///GO:0035869///GO:0005929	
1415828_a_at	0.341287147322636	0.00658717253727992	3.6604540243813	-2.07116759685516	0.801644998105012	Serp1	stress-associated endoplasmic reticulum protein 1	28146	3 28.58 cM		endoplasmic reticulum unfolded protein response///glucose metabolic process///multicellular organismal aging///muscle organ morphogenesis///positive regulation of growth hormone secretion///positive regulation of insulin secretion///positive regulation of organ growth///positive regulation of translation///post-embryonic development///protein glycosylation///protein transport///skeletal system development///transport	cytoplasmic microtubule///endoplasmic reticulum///integral component of membrane///membrane		GO:0030968///GO:0006006///GO:0010259///GO:0048644///GO:0060124///GO:0032024///GO:0046622///GO:0045727///GO:0009791///GO:0006486///GO:0015031///GO:0001501///GO:0006810	GO:0005881///GO:0005783///GO:0016021///GO:0016020	
1429388_at	0.341287147322636	0.00658809037141096	-3.66035648774279	-2.07130016562996	-1.53116697268718	Nanog	Nanog homeobox	71950	6	DNA binding///DNA binding///chromatin binding///enhancer sequence-specific DNA binding///protein binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity///sequence-specific DNA binding transcription factor activity///transcription corepressor activity///transcription regulatory region DNA binding	cell proliferation///embryo development///endodermal cell fate specification///mesodermal cell fate commitment///multicellular organismal development///negative regulation of BMP signaling pathway///negative regulation of cell differentiation///negative regulation of cell fate commitment///negative regulation of cell fate commitment///negative regulation of endodermal cell fate specification///negative regulation of transcription from RNA polymerase II promoter///positive regulation of cell proliferation///positive regulation of mitotic cell cycle///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///regulation of cell differentiation///regulation of gene expression///regulation of transcription, DNA-templated///response to organic substance///response to retinoic acid///somatic stem cell maintenance///stem cell differentiation///stem cell differentiation///stem cell division///stem cell maintenance///stem cell maintenance///transcription, DNA-templated	nucleolus///nucleoplasm///nucleus///nucleus	GO:0003677///GO:0003677///GO:0003682///GO:0001158///GO:0005515///GO:0043565///GO:0003700///GO:0003700///GO:0003714///GO:0044212	GO:0008283///GO:0009790///GO:0001714///GO:0001710///GO:0007275///GO:0030514///GO:0045596///GO:0010454///GO:0010454///GO:0042664///GO:0000122///GO:0008284///GO:0045931///GO:0045944///GO:0045944///GO:0045893///GO:0045595///GO:0010468///GO:0006355///GO:0010033///GO:0032526///GO:0035019///GO:0048863///GO:0048863///GO:0017145///GO:0019827///GO:0019827///GO:0006351	GO:0005730///GO:0005654///GO:0005634///GO:0005634	
1460392_a_at	0.341393074247683	0.00660541573564831	3.65851806985113	-2.07379914918159	0.928789530912461	Eny2	enhancer of yellow 2 homolog (Drosophila)	223527	15	ligand-dependent nuclear receptor transcription coactivator activity///transcription coactivator activity	chromatin modification///histone deubiquitination///mRNA export from nucleus///mRNA transport///positive regulation of transcription, DNA-templated///protein transport///regulation of transcription, DNA-templated///transcription, DNA-templated///transport	SAGA complex///nuclear pore///nucleus	GO:0030374///GO:0003713	GO:0016568///GO:0016578///GO:0006406///GO:0051028///GO:0045893///GO:0015031///GO:0006355///GO:0006351///GO:0006810	GO:0000124///GO:0005643///GO:0005634	
1437790_at	0.341393074247683	0.00662740192982597	-3.65619248734721	-2.07696105646917	-0.742197999173166	Eml5	echinoderm microtubule associated protein like 5	319670	12	molecular_function	biological_process	cytoplasm///cytoskeleton///extracellular vesicular exosome///microtubule	GO:0003674	GO:0008150	GO:0005737///GO:0005856///GO:0070062///GO:0005874	
1424588_at	0.341393074247683	0.00663527306052129	3.65536192384894	-2.07809050020011	0.584262714722163	Srgap3	SLIT-ROBO Rho GTPase activating protein 3	259302	6	GTPase activator activity///protein binding	signal transduction	intracellular	GO:0005096///GO:0005515	GO:0007165	GO:0005622	
1429830_a_at	0.341714110098898	0.0066565727925832	-3.65311963797458	-2.08114018591512	-0.669128723710962	Cd59a	CD59a antigen	12509	2 54.53 cM	complement binding	cell activation///negative regulation of activation of membrane attack complex///negative regulation of angiogenesis///negative regulation of complement activation///negative regulation of fibroblast growth factor production///negative regulation of vascular endothelial growth factor receptor signaling pathway	anchored component of membrane///external side of plasma membrane///extracellular region///membrane///plasma membrane	GO:0001848	GO:0001775///GO:0001971///GO:0016525///GO:0045916///GO:0090272///GO:0030948	GO:0031225///GO:0009897///GO:0005576///GO:0016020///GO:0005886	
1422124_a_at	0.342376612253546	0.00668456761693791	-3.65018416765983	-2.08513377674069	-0.640288922682403	Ptprc	protein tyrosine phosphatase, receptor type, C	19264	1 60.73 cM	heparan sulfate proteoglycan binding///heparin binding///hydrolase activity///phosphatase activity///phosphoprotein phosphatase activity///protein binding///protein kinase binding///protein kinase binding///protein tyrosine phosphatase activity///protein tyrosine phosphatase activity	B cell differentiation///B cell proliferation///B cell receptor signaling pathway///T cell differentiation///T cell proliferation///T cell receptor signaling pathway///activation of MAPK activity///bone marrow development///cell cycle phase transition///defense response to virus///defense response to virus///dephosphorylation///hematopoietic progenitor cell differentiation///heterotypic cell-cell adhesion///immunoglobulin biosynthetic process///leukocyte cell-cell adhesion///negative regulation of T cell mediated cytotoxicity///negative regulation of cell adhesion involved in substrate-bound cell migration///negative regulation of cytokine-mediated signaling pathway///negative regulation of peptidyl-tyrosine phosphorylation///negative regulation of protein autophosphorylation///negative regulation of protein kinase activity///negative regulation of protein kinase activity///negative thymic T cell selection///peptidyl-tyrosine dephosphorylation///peptidyl-tyrosine dephosphorylation///positive regulation of B cell proliferation///positive regulation of B cell proliferation///positive regulation of MAPK cascade///positive regulation of T cell differentiation///positive regulation of T cell mediated cytotoxicity///positive regulation of T cell mediated immunity///positive regulation of T cell proliferation///positive regulation of alpha-beta T cell proliferation///positive regulation of antigen receptor-mediated signaling pathway///positive regulation of extrinsic apoptotic signaling pathway///positive regulation of gamma-delta T cell differentiation///positive regulation of hematopoietic stem cell migration///positive regulation of humoral immune response mediated by circulating immunoglobulin///positive regulation of isotype switching to IgG isotypes///positive regulation of stem cell proliferation///positive thymic T cell selection///protein dephosphorylation///regulation of B cell differentiation///regulation of B cell receptor signaling pathway///regulation of cell cycle///regulation of extrinsic apoptotic signaling pathway///regulation of humoral immune response mediated by circulating immunoglobulin///release of sequestered calcium ion into cytosol///response to gamma radiation///stem cell development	cell periphery///cell surface///cytosol///external side of plasma membrane///external side of plasma membrane///extracellular vesicular exosome///focal adhesion///integral component of membrane///integral component of plasma membrane///intracellular///membrane///plasma membrane	GO:0043395///GO:0008201///GO:0016787///GO:0016791///GO:0004721///GO:0005515///GO:0019901///GO:0019901///GO:0004725///GO:0004725	GO:0030183///GO:0042100///GO:0050853///GO:0030217///GO:0042098///GO:0050852///GO:0000187///GO:0048539///GO:0044770///GO:0051607///GO:0051607///GO:0016311///GO:0002244///GO:0034113///GO:0002378///GO:0007159///GO:0001915///GO:0006933///GO:0001960///GO:0050732///GO:0031953///GO:0006469///GO:0006469///GO:0045060///GO:0035335///GO:0035335///GO:0030890///GO:0030890///GO:0043410///GO:0045582///GO:0001916///GO:0002711///GO:0042102///GO:0046641///GO:0050857///GO:2001238///GO:0045588///GO:2000473///GO:0002925///GO:0048304///GO:2000648///GO:0045059///GO:0006470///GO:0045577///GO:0050855///GO:0051726///GO:2001236///GO:0002923///GO:0051209///GO:0010332///GO:0048864	GO:0071944///GO:0009986///GO:0005829///GO:0009897///GO:0009897///GO:0070062///GO:0005925///GO:0016021///GO:0005887///GO:0005622///GO:0016020///GO:0005886	
1418758_a_at	0.344313778196505	0.0067375635751101	-3.64466292105367	-2.09264864745869	-0.686990175081714	Cyth3	cytohesin 3	19159	5 82.36 cM	ARF guanyl-nucleotide exchange factor activity///ARF guanyl-nucleotide exchange factor activity///guanyl-nucleotide exchange factor activity///lipid binding///phosphatidylinositol-3,4,5-trisphosphate binding///phosphatidylinositol-3,4,5-trisphosphate binding///protein binding	Golgi vesicle transport///establishment of epithelial cell polarity///positive regulation of GTPase activity///positive regulation of GTPase activity///positive regulation of cell adhesion///regulation of ARF protein signal transduction	cytoplasm///cytosol///extrinsic component of cytoplasmic side of plasma membrane///membrane///plasma membrane///plasma membrane///ruffle	GO:0005086///GO:0005086///GO:0005085///GO:0008289///GO:0005547///GO:0005547///GO:0005515	GO:0048193///GO:0090162///GO:0043547///GO:0043547///GO:0045785///GO:0032012	GO:0005737///GO:0005829///GO:0031234///GO:0016020///GO:0005886///GO:0005886///GO:0001726	
